fiscal_year,department_id,department_friendly_name,department_name,department_acronym,sort_order,prime_sb_dollars,prime_sdb_dollars,prime_wosb_dollars,prime_sdvosb_dollars,prime_hz_dollars,prime_sb_pfy4_achievement,prime_sb_pfy3_achievement,prime_sb_pfy2_achievement,prime_sb_pfy_achievement,prime_sb_cfy_achievement,prime_sb_cfy_goal,prime_sb_category_weight,prime_sb_category_achievement,prime_sdb_pfy4_achievement,prime_sdb_pfy3_achievement,prime_sdb_pfy2_achievement,prime_sdb_pfy_achievement,prime_sdb_cfy_achievement,prime_sdb_cfy_goal,prime_sdb_category_weight,prime_sdb_category_achievement,prime_wosb_pfy4_achievement,prime_wosb_pfy3_achievement,prime_wosb_pfy2_achievement,prime_wosb_pfy_achievement,prime_wosb_cfy_achievement,prime_wosb_cfy_goal,prime_wosb_category_weight,prime_wosb_category_achievement,prime_sdvosb_pfy4_achievement,prime_sdvosb_pfy3_achievement,prime_sdvosb_pfy2_achievement,prime_sdvosb_pfy_achievement,prime_sdvosb_cfy_achievement,prime_sdvosb_cfy_goal,prime_sdvosb_category_weight,prime_sdvosb_category_achievement,prime_hz_pfy4_achievement,prime_hz_pfy3_achievement,prime_hz_pfy2_achievement,prime_hz_pfy_achievement,prime_hz_cfy_achievement,prime_hz_cfy_goal,prime_hz_category_weight,prime_hz_category_achievement,prime_total_score,prime_footnotes,sub_sb_dollars,sub_wosb_dollars,sub_sdb_dollars,sub_sdvosb_dollars,sub_hz_dollars,sub_sb_pfy4_achievement,sub_sb_pfy3_achievement,sub_sb_pfy2_achievement,sub_sb_pfy_achievement,sub_sb_cfy_achievement,sub_sb_cfy_goal,sub_sb_category_weight,sub_sb_category_achievement,sub_sdb_pfy4_achievement,sub_sdb_pfy3_achievement,sub_sdb_pfy2_achievement,sub_sdb_pfy_achievement,sub_sdb_cfy_achievement,sub_sdb_cfy_goal,sub_sdb_category_weight,sub_sdb_category_achievement,sub_wosb_pfy4_achievement,sub_wosb_pfy3_achievement,sub_wosb_pfy2_achievement,sub_wosb_pfy_achievement,sub_wosb_cfy_achievement,sub_wosb_cfy_goal,sub_wosb_category_weight,sub_wosb_category_achievement,sub_sdvosb_pfy4_achievement,sub_sdvosb_pfy3_achievement,sub_sdvosb_pfy2_achievement,sub_sdvosb_pfy_achievement,sub_sdvosb_cfy_achievement,sub_sdvosb_cfy_goal,sub_sdvosb_category_weight,sub_sdvosb_category_achievement,sub_hz_pfy4_achievement,sub_hz_pfy3_achievement,sub_hz_pfy2_achievement,sub_hz_pfy_achievement,sub_hz_cfy_achievement,sub_hz_cfy_goal,sub_hz_category_weight,sub_hz_category_achievement,sub_total_score,sub_footnotes,peer_review_k0,peer_review_k1,peer_review_k2,peer_review_k3,peer_review_k4,peer_review_k5,peer_review_k6,peer_review_k7,peer_review_k8,peer_review_k9,peer_review_k10,peer_review_k11,peer_review_k12,peer_review_k13,peer_review_k14,peer_review_k15,peer_review_k16,peer_review_k17,peer_review_k18,peer_review_k19,peer_review_k20,peer_review_k21,peer_review_average_total,peer_review_score,peer_review_total_score,category_sb_vendor_score,category_sdb_vendor_score,category_wosb_vendor_score,category_sdvosb_vendor_score,category_hz_vendor_score,industry_category_total_score,industry_category_score,industry_total_score,category_sb_pfy_vendor_count,category_sb_cfy_vendor_count,category_sb_percent_change,category_sdb_pfy_vendor_count,category_sdb_cfy_vendor_count,category_sdb_percent_change,category_sdvosb_pfy_vendor_count,category_sdvosb_cfy_vendor_count,category_sdvosb_percent_change,category_wosb_pfy_vendor_count,category_wosb_cfy_vendor_count,category_wosb_percent_change,category_hz_pfy_vendor_count,category_hz_cfy_vendor_count,category_hz_percent_change,agency_score,agency_grade,comments
2023,1900,Department of State,"STATE, DEPARTMENT OF (1900)",STATE,11,$3.7 B,$2.6 B,$582.2 M,$603.9 M,$699.9 M,31.81%,32.24%,36.19%,27.85%,30.48%,25.5%,60.00%,71.71%,19.13%,20.32%,23.30%,20.04%,21.24%,21.0%,10.00%,10.11%,5.31%,5.06%,3.98%,3.95%,4.79%,5.0%,10.00%,9.57%,4.10%,4.85%,3.13%,3.62%,4.96%,3.0%,10.00%,16.55%,5.65%,6.89%,7.00%,5.79%,5.75%,3.0%,10.00%,19.17%,63.55%,"1) In FY23, State awarded $2.8 B in SBA set-asides to small business concerns. 2) Capped at 200%. 3) Includes double-credit for local-area set-aside.",$1.2 B,$132.3 M,$73.8 M,$19.3 M,$54.5 M,55.30%,52.50%,50.80%,49.60%,50.83%,38.0%,60.00%,80.26%,3.90%,4.90%,5.10%,4.70%,3.15%,5.0%,10.00%,6.3%,4.40%,6.80%,6.60%,6.60%,5.64%,5.0%,10.00%,11.29%,2.20%,2.90%,1.80%,2.50%,0.82%,3.0%,10.00%,2.74%,1.00%,1.40%,0.90%,1.60%,2.33%,3.0%,10.00%,7.75%,21.67%,1) Capped at 200%.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,22.0,20.0%,1.1,1.1,1.1,1.1,0.8,5.2,104.0%,10.4%,"1,861","1,969",5.8%,723,769,6.36%,144,154,6.94%,561,647,15.33%,116,110,-5.17%,115.62%,A,"The U.S. Department of State's mission is global by nature making mission support requirements extra challenging because the place of performance is often outside the continental United States and frequently is required in  austere environments. Even so, the Department has an outstanding record of achievement in successfully providing significant, fair, and equitable opportunities for U.S. small business.  Further, the Department is proud of the innovative, agile, and successful solutions our diverse small business supplier base delivers in support of the Agency’s mission. The Office of Small and Disadvantaged Business Utilization and Office of the Senior Procurement Executive continue to work hand in hand to ensure the success of all U.S. small businesses seeking to win opportunities to fulfill the contractual requirements of the U.S. Department of State."
2023,1300,Department of Commerce,"COMMERCE, DEPARTMENT OF (1300)",DOC,12,$2.8 B,$1.4 B,$734.0 M,$376.2 M,$371.5 M,42.73%,43.71%,46.21%,49.74%,50.08%,39.0%,60.00%,77.05%,16.41%,17.31%,21.33%,25.92%,25.48%,20.9%,10.00%,12.19%,11.91%,12.02%,11.49%,13.91%,12.91%,5.0%,10.00%,20.0%,3.92%,4.10%,6.26%,7.21%,6.62%,3.0%,10.00%,20.0%,11.84%,13.05%,8.85%,7.58%,6.53%,3.0%,10.00%,20.0%,74.62%,"1) In FY23, DOC awarded $1.7 B in SBA set-asides to small business concerns. 2) Capped at 200%. 3) Includes double-credit for local-area set-aside. 4) Includes $178k in GSA CPP small-business spending.",$275.8 M,$66.4 M,$58.9 M,$34.0 M,$19.0 M,57.20%,47.90%,29.00%,24.90%,55.76%,30.0%,60.00%,111.52%,16.40%,15.00%,8.00%,5.50%,11.92%,5.0%,10.00%,20.0%,15.20%,12.10%,6.00%,6.20%,13.42%,5.0%,10.00%,20.0%,2.20%,2.00%,2.80%,3.60%,6.88%,3.0%,10.00%,20.0%,3.80%,3.50%,1.40%,1.10%,3.83%,3.0%,10.00%,12.78%,36.86%,1) Capped at 200%.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,22.0,20.0%,1.1,1.1,1.1,1.1,1.1,5.5,110.0%,11.0%,"2,676","2,864",7.03%,"1,056","1,159",9.75%,246,271,10.16%,554,588,6.14%,185,190,2.7%,142.48%,A+, 
2023,2000,Department of the Treasury,"TREASURY, DEPARTMENT OF THE (2000)",Treasury,13,$3.7 B,$1.2 B,$956.7 M,$428.5 M,$377.0 M,42.71%,46.25%,39.93%,37.85%,36.06%,40.0%,60.00%,54.08%,11.98%,8.86%,7.86%,10.45%,11.72%,12.0%,10.00%,9.77%,11.56%,9.06%,6.71%,7.19%,9.4%,5.0%,10.00%,18.8%,4.28%,3.12%,3.92%,3.56%,4.21%,3.0%,10.00%,14.04%,3.47%,2.41%,2.23%,4.12%,3.71%,3.0%,10.00%,12.35%,54.52%,"1) In FY23, USDT awarded $1.9 B in SBA set-asides to small business concerns. 2) Capped at 200%. 3) Includes double-credit for local-area set-aside. 4) Includes $29k in GSA CPP small-business spending.",$212.3 M,$76.5 M,$64.1 M,$7.4 M,$6.3 M,47.80%,23.60%,17.00%,16.90%,42.84%,20.0%,60.00%,120.0%,9.60%,4.00%,2.60%,3.70%,12.92%,5.0%,10.00%,20.0%,12.10%,5.50%,3.00%,4.90%,15.43%,5.0%,10.00%,20.0%,2.20%,0.70%,0.80%,0.60%,1.49%,3.0%,10.00%,4.95%,6.60%,1.90%,0.40%,0.20%,1.27%,3.0%,10.00%,4.23%,33.84%,1) Capped at 200%.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,22.0,20.0%,1.1,1.1,0.9,1.1,0.8,5.0,100.0%,10.0%,"1,751","1,797",2.63%,691,720,4.2%,152,157,3.29%,389,377,-3.08%,133,123,-7.52%,118.36%,A, 
2023,6900,Department of Transportation,"TRANSPORTATION, DEPARTMENT OF (6900)",DOT,14,$3.3 B,$2.0 B,$704.4 M,$414.7 M,$398.7 M,37.12%,34.05%,33.61%,34.29%,36.8%,33.4%,60.00%,66.12%,20.39%,19.31%,18.23%,21.33%,22.81%,21.0%,10.00%,10.86%,10.00%,8.29%,7.78%,7.92%,7.89%,5.0%,10.00%,15.78%,4.13%,3.76%,3.73%,3.88%,4.64%,3.0%,10.00%,15.48%,2.97%,3.41%,3.93%,3.93%,4.46%,3.0%,10.00%,14.88%,61.56%,"1) In FY23, DOT awarded $1.8 B in SBA set-asides to small business concerns. 2) Capped at 200%. 3) Includes double-credit for local-area set-aside. 4) Includes $631k in GSA CPP small-business spending.",$1000.0 M,$175.6 M,$227.6 M,$68.6 M,$22.1 M,44.70%,50.20%,40.10%,45.40%,43.02%,43.0%,60.00%,60.02%,9.80%,11.00%,6.20%,8.80%,9.79%,5.0%,10.00%,19.58%,9.40%,14.10%,8.30%,8.30%,7.56%,5.0%,10.00%,15.11%,2.40%,2.40%,1.70%,2.00%,2.95%,3.0%,10.00%,9.84%,0.80%,0.50%,0.90%,1.40%,0.95%,3.0%,10.00%,3.17%,21.55%,1) Capped at 200%.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,22.0,20.0%,1.1,1.1,1.1,1.1,0.8,5.2,104.0%,10.4%,"1,851","1,922",3.84%,"1,013","1,023",0.99%,247,254,2.83%,460,480,4.35%,169,154,-8.88%,113.5%,A, 
2023,2400,Office of Personnel Management,OFFICE OF PERSONNEL MANAGEMENT (2400),OPM,15,$353.2 M,$234.9 M,$207.9 M,$64.0 M,$25.1 M,30.07%,82.92%,67.35%,64.06%,61.93%,50.0%,60.00%,74.32%,13.58%,45.31%,45.06%,42.75%,41.19%,31.8%,10.00%,12.95%,14.96%,46.34%,37.91%,38.66%,36.45%,5.0%,10.00%,20.0%,2.28%,7.91%,10.24%,7.95%,11.21%,3.0%,10.00%,20.0%,3.12%,8.46%,7.12%,4.26%,4.4%,3.0%,10.00%,14.67%,70.97%,"1) In FY23, OPM awarded $195.1 M in SBA set-asides to small business concerns. 2) Capped at 200%. 3) Includes double-credit for local-area set-aside.",$22.7 M,$12.6 M,$7.7 M,$3.5 M,$9.0 M,45.90%,24.10%,24.70%,33.70%,40.89%,25.0%,60.00%,98.12%,11.50%,11.60%,13.40%,2.90%,13.88%,5.0%,10.00%,20.0%,12.60%,15.20%,16.20%,3.10%,22.69%,5.0%,10.00%,20.0%,0.60%,1.40%,0.60%,0.10%,6.32%,3.0%,10.00%,20.0%,14.10%,9.80%,12.90%,0.80%,16.16%,3.0%,10.00%,20.0%,35.62%,1) Capped at 200%.,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,19.0,19.0,17.27%,0.9,0.9,1.1,0.8,0.8,4.5,90.0%,9.0%,164,161,-1.83%,82,79,-3.66%,32,30,-6.25%,36,42,16.67%,16,15,-6.25%,132.87%,A+, 
2023,1600,Department of Labor,"LABOR, DEPARTMENT OF (1600)",DOL,16,$981.9 M,$754.3 M,$151.6 M,$137.5 M,$292.8 M,40.34%,40.21%,43.44%,41.36%,39.14%,37.85%,60.00%,62.05%,26.06%,27.07%,31.44%,30.12%,30.07%,28.9%,10.00%,10.41%,12.62%,12.80%,14.12%,8.81%,6.04%,5.0%,10.00%,12.09%,6.70%,6.63%,6.76%,7.86%,5.48%,3.0%,10.00%,18.28%,5.14%,5.94%,7.64%,12.01%,11.67%,3.0%,10.00%,20.0%,61.41%,"1) In FY23, DOL awarded $764.7 M in SBA set-asides to small business concerns. 2) Capped at 200%. 3) Includes double-credit for local-area set-aside. 4) Includes $6,643 in GSA CPP small-business spending.",$118.5 M,$26.8 M,$41.1 M,$18.1 M,$21.6 M,66.80%,68.30%,65.70%,69.10%,65.38%,60.0%,60.00%,65.38%,15.50%,18.40%,18.70%,19.80%,22.69%,5.0%,10.00%,20.0%,18.80%,18.40%,16.00%,14.50%,14.81%,5.0%,10.00%,20.0%,6.70%,9.00%,11.30%,9.20%,9.98%,3.0%,10.00%,20.0%,8.20%,10.00%,11.50%,10.30%,11.9%,3.0%,10.00%,20.0%,29.08%,1) Capped at 200%.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,21.0,19.09%,0.7,0.8,0.8,0.7,0.7,3.7,74.0%,7.4%,434,384,-11.52%,240,217,-9.58%,60,50,-16.67%,133,125,-6.02%,56,49,-12.5%,116.98%,A,"The U.S. Department of Labor (DOL) is honored to receive an outstanding grade of A on its Fiscal Year (FY) 2023 Small Business Procurement Scorecard, with a sustained successful track record of obtaining a grade of A or A+ fifteen years in a row.  This noteworthy achievement reflects the Department’s continuous commitment and collaborative efforts by senior leadership, the DOL Office of Small and Disadvantaged Business Utilization (OSDBU), the DOL acquisition workforce, and large business partners to provide opportunities to small business to compete for DOL procurements.  As a result, DOL exceeded all prime and subcontracting small business goals for FY 2023.  DOL will continue its commitment to provide small business concerns with opportunities to compete for DOL’s contracts, to the maximum extent practicable."
2023,6800,Environmental Protection Agency,ENVIRONMENTAL PROTECTION AGENCY (6800),EPA,17,$1.1 B,$392.6 M,$105.6 M,$36.2 M,$69.6 M,43.25%,39.50%,44.52%,48.92%,45.97%,44.7%,60.00%,61.71%,15.45%,18.04%,18.81%,13.23%,16.94%,17.8%,10.00%,9.52%,4.98%,5.47%,7.50%,4.10%,4.56%,5.0%,10.00%,9.12%,3.95%,2.96%,3.75%,2.48%,1.56%,3.0%,10.00%,5.21%,2.24%,2.02%,4.94%,2.98%,3.0%,3.0%,10.00%,10.02%,47.79%,"1) In FY23, EPA awarded $680.7 M in SBA set-asides to small business concerns. 2) Capped at 200%. 3) Includes double-credit for local-area set-aside. 4) Includes $55k in GSA CPP small-business spending.",$86.5 M,$16.3 M,$12.7 M,$3.5 M,$3.8 M,71.80%,56.70%,63.00%,56.00%,53.82%,57.0%,60.00%,56.65%,12.90%,12.70%,17.70%,13.40%,7.88%,5.0%,10.00%,15.77%,13.70%,11.40%,13.60%,15.40%,10.17%,5.0%,10.00%,20.0%,3.10%,4.30%,5.50%,2.60%,2.15%,3.0%,10.00%,7.18%,3.00%,3.60%,4.20%,2.40%,2.35%,3.0%,10.00%,7.82%,21.48%,1) Capped at 200%.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,22.0,20.0%,0.9,0.9,1.1,0.7,0.9,4.5,90.0%,9.0%,677,671,-0.89%,280,276,-1.43%,60,51,-15.0%,147,152,3.4%,61,60,-1.64%,98.27%,B, 
2023,9100,Department of Education,"EDUCATION, DEPARTMENT OF (9100)",Education,18,$371.7 M,$196.3 M,$106.9 M,$36.6 M,$60.6 M,35.48%,14.46%,16.02%,17.93%,17.62%,14.5%,60.00%,72.92%,11.77%,8.12%,8.38%,9.54%,9.31%,9.15%,10.00%,10.17%,10.58%,5.74%,5.46%,5.27%,5.07%,5.0%,10.00%,10.14%,2.98%,1.04%,1.11%,1.55%,1.73%,3.0%,10.00%,5.78%,2.74%,0.54%,0.82%,2.00%,2.87%,3.0%,10.00%,9.58%,54.29%,"1) In FY23, ED awarded $236.6 M in SBA set-asides to small business concerns. 2) Capped at 200%. 3) Includes double-credit for local-area set-aside. 4) Includes $6,502 in GSA CPP small-business spending.",$187.2 M,$58.9 M,$99.1 M,$24.9 M,$63.5 M,40.10%,34.30%,41.10%,24.70%,40.32%,37.0%,60.00%,65.39%,10.60%,9.40%,11.80%,15.20%,21.35%,5.0%,10.00%,20.0%,7.90%,7.30%,8.10%,6.30%,12.68%,5.0%,10.00%,20.0%,2.00%,0.50%,2.10%,3.80%,5.37%,3.0%,10.00%,17.91%,2.20%,3.00%,4.30%,7.40%,13.67%,3.0%,10.00%,20.0%,28.66%,1) Capped at 200%.,0.8,0.0,1.0,0.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.2,1.0,0.0,1.0,1.0,1.0,1.0,17.0,17.0,15.45%,1.1,1.1,1.1,0.7,1.1,5.1,102.0%,10.2%,348,363,4.31%,163,184,12.88%,30,25,-16.67%,113,126,11.5%,35,38,8.57%,108.61%,A, 
2023,8600,Department of Housing and Urban Development,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF (8600)",HUD,19,$475.2 M,$278.8 M,$199.4 M,$70.8 M,$50.2 M,28.27%,1.77%,-6.18%,39.39%,35.98%,20.0%,60.00%,107.94%,17.78%,10.59%,3.54%,19.05%,21.11%,18.9%,10.00%,11.17%,12.68%,4.92%,9.29%,15.31%,15.1%,5.0%,10.00%,20.0%,4.02%,-5.04%,-1.57%,4.31%,5.36%,3.0%,10.00%,17.86%,3.63%,6.96%,6.53%,3.34%,3.8%,3.0%,10.00%,12.66%,84.82%,"1) In FY23, HUD awarded $266.6 M in SBA set-asides to small business concerns. 2) Capped at 200%. 3) Includes double-credit for local-area set-aside. 4) Includes $11k in GSA CPP small-business spending.",$26.3 M,$7.6 M,$5.7 M,$1.7 M,$1.6 M,35.40%,44.20%,44.80%,45.30%,39.07%,28.0%,60.00%,83.73%,9.90%,8.20%,10.90%,8.20%,8.45%,5.0%,10.00%,16.9%,10.00%,8.90%,13.10%,14.40%,11.24%,5.0%,10.00%,20.0%,1.40%,3.30%,3.80%,4.50%,2.57%,3.0%,10.00%,8.56%,2.10%,5.00%,4.60%,2.80%,2.34%,3.0%,10.00%,7.81%,27.4%,1) Capped at 200%.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,22.0,20.0%,1.1,1.1,1.0,0.9,0.8,4.9,98.0%,9.8%,240,245,2.08%,157,163,3.82%,27,26,-3.7%,81,81,0.0%,31,28,-9.68%,142.02%,A+, 
2023,2800,Social Security Administration,SOCIAL SECURITY ADMINISTRATION (2800),SSA,20,$709.7 M,$307.6 M,$80.9 M,$291.7 M,$24.6 M,35.92%,31.85%,26.60%,32.87%,34.17%,26.0%,60.00%,78.85%,9.41%,7.92%,9.79%,12.70%,14.81%,10.2%,10.00%,14.52%,9.46%,5.99%,3.78%,3.16%,3.89%,5.0%,10.00%,7.79%,4.20%,3.61%,3.89%,11.29%,14.04%,3.0%,10.00%,20.0%,0.95%,1.02%,0.66%,0.91%,1.18%,3.0%,10.00%,3.95%,62.55%,"1) In FY23, SSA awarded $454.1 M in SBA set-asides to small business concerns. 2) Capped at 200%. 3) Includes double-credit for local-area set-aside.",$172.2 M,$29.4 M,$66.2 M,$1.9 M,$8.2 M,48.60%,49.90%,50.80%,54.40%,61.79%,50.0%,60.00%,74.15%,6.80%,11.30%,12.90%,24.10%,23.74%,5.0%,10.00%,20.0%,11.80%,12.00%,11.90%,11.50%,10.55%,5.0%,10.00%,20.0%,2.20%,4.10%,5.00%,3.00%,0.68%,3.0%,10.00%,2.28%,4.80%,4.80%,4.40%,4.60%,2.94%,3.0%,10.00%,9.81%,25.25%,1) Capped at 200%.,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,19.0,17.27%,0.8,0.8,1.1,0.9,0.8,4.4,88.0%,8.8%,679,643,-5.3%,194,178,-8.25%,52,50,-3.85%,193,200,3.63%,37,35,-5.41%,113.87%,A, 
2023,7200,Agency for International Development,AGENCY FOR INTERNATIONAL DEVELOPMENT (7200),USAID,21,$994.7 M,$479.8 M,$380.2 M,$27.3 M,$36.2 M,14.80%,14.90%,14.88%,16.33%,14.65%,13.25%,60.00%,66.33%,7.38%,6.93%,7.35%,7.74%,7.07%,8.3%,10.00%,8.51%,5.55%,5.69%,5.64%,6.57%,5.6%,5.0%,10.00%,11.2%,0.38%,0.48%,0.60%,0.39%,0.4%,3.0%,10.00%,1.34%,0.58%,0.66%,0.61%,0.50%,0.53%,3.0%,10.00%,1.78%,44.58%,"1) In FY23, USAID awarded $614.5 M in SBA set-asides to small business concerns. 2) Capped at 200%. 3) Includes double-credit for local-area set-aside. 4) Includes $36k in GSA CPP small-business spending.",$179.4 M,$36.5 M,$14.7 M,$1.7 M,$2.1 M,20.20%,18.60%,21.00%,30.80%,30.66%,15.0%,60.00%,120.0%,5.30%,3.00%,3.30%,2.90%,2.52%,5.0%,10.00%,5.03%,5.00%,5.80%,6.20%,5.90%,6.25%,5.0%,10.00%,12.49%,0.50%,0.50%,0.20%,0.20%,0.29%,3.0%,10.00%,0.98%,0.70%,0.40%,0.80%,1.20%,0.35%,3.0%,10.00%,1.17%,27.93%,1) Capped at 200%.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,22.0,20.0%,1.1,1.1,1.1,0.9,1.1,5.3,106.0%,10.6%,229,253,10.48%,131,135,3.05%,22,21,-4.55%,83,87,4.82%,20,23,15.0%,103.12%,A, 
2023,4900,National Science Foundation,NATIONAL SCIENCE FOUNDATION (4900),NSF,22,$202.5 M,$125.4 M,$70.9 M,$48.9 M,$34.4 M,15.55%,19.27%,23.88%,23.93%,31.29%,23.68%,60.00%,79.27%,7.09%,9.54%,13.98%,14.01%,19.37%,12.6%,10.00%,15.37%,3.72%,5.99%,8.44%,8.57%,10.95%,5.0%,10.00%,20.0%,2.19%,4.26%,3.54%,5.01%,7.56%,3.0%,10.00%,20.0%,1.81%,3.82%,4.79%,4.24%,5.31%,3.0%,10.00%,17.69%,76.17%,"1) In FY23, NSF awarded $154.8 M in SBA set-asides to small business concerns. 2) Capped at 200%. 3) Includes double-credit for local-area set-aside.",$61.0 M,$2.2 M,$35.5 M,$16.3 M,$1.9 M,24.70%,20.50%,27.30%,42.50%,23.51%,25.0%,60.00%,56.42%,12.90%,13.10%,10.30%,4.00%,13.67%,5.0%,10.00%,20.0%,4.30%,0.60%,5.90%,4.10%,0.85%,5.0%,10.00%,1.71%,3.80%,4.60%,3.90%,0.40%,6.26%,3.0%,10.00%,20.0%,0.40%,0.20%,0.50%,0.60%,0.74%,3.0%,10.00%,2.47%,20.12%,1) Capped at 200%.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,21.0,19.09%,1.1,1.1,1.1,1.1,1.1,5.5,110.0%,11.0%,176,194,10.23%,105,126,20.0%,31,38,22.58%,60,67,11.67%,29,30,3.45%,126.38%,A+, 
2023,3100,Nuclear Regulatory Commission,NUCLEAR REGULATORY COMMISSION (3100),NRC,23,$89.1 M,$50.5 M,$28.3 M,$10.8 M,$15.2 M,57.46%,53.57%,54.51%,46.09%,47.37%,41.0%,60.00%,69.32%,32.89%,34.83%,32.45%,28.54%,26.84%,27.9%,10.00%,9.62%,14.97%,12.03%,15.51%,12.40%,15.06%,5.0%,10.00%,20.0%,9.95%,7.60%,7.00%,6.01%,5.75%,3.0%,10.00%,19.18%,13.31%,7.34%,6.19%,7.00%,8.06%,3.0%,10.00%,20.0%,69.06%,"1) In FY23, NRC awarded $67.5 M in SBA set-asides to small business concerns. 2) Capped at 200%. 3) Includes double-credit for local-area set-aside. 4) Includes $3,349 in GSA CPP small-business spending.",$3.3 M,$189.0 K,$1.6 M,$107.8 K,$667.9 K,31.40%,26.30%,72.20%,20.10%,58.0%,40.0%,60.00%,87.0%,0.40%,0.20%,1.40%,4.80%,28.21%,5.0%,10.00%,20.0%,5.50%,4.80%,7.00%,5.80%,3.31%,5.0%,10.00%,6.61%,0.10%,0.10%,4.30%,4.80%,1.89%,3.0%,10.00%,6.28%,0.10%,0.00%,4.70%,4.80%,11.68%,3.0%,10.00%,20.0%,27.98%,1) Capped at 200%.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,19.0,17.27%,0.8,0.7,1.0,0.7,0.8,4.0,80.0%,8.0%,196,182,-7.14%,87,72,-17.24%,28,20,-28.57%,44,44,0.0%,28,26,-7.14%,122.31%,A+, 
2023,7300,Small Business Administration,SMALL BUSINESS ADMINISTRATION (7300),SBA,24,$404.1 M,$318.3 M,$89.2 M,$229.4 M,$98.8 M,81.02%,80.18%,60.65%,75.45%,76.85%,68.0%,60.00%,67.81%,55.90%,73.69%,53.38%,62.99%,60.54%,60.0%,10.00%,10.09%,24.17%,63.09%,20.99%,19.82%,16.96%,5.0%,10.00%,20.0%,24.17%,9.99%,30.58%,35.40%,43.62%,3.0%,10.00%,20.0%,6.74%,7.61%,28.58%,21.16%,18.8%,3.0%,10.00%,20.0%,68.95%,"1) In FY23, SBA awarded $308.9 M in SBA set-asides to small business concerns. 2) Capped at 200%. 3) Includes double-credit for local-area set-aside. 4) Includes $57k in GSA CPP small-business spending.",$1.3 M,$19.0 K,$4.3 K,$587.21,$4.4 K,67.80%,92.50%,96.90%,94.20%,69.57%,39.0%,60.00%,107.03%,24.10%,22.60%,7.40%,2.50%,0.24%,5.0%,10.00%,0.48%,9.80%,0.00%,0.10%,0.30%,1.05%,5.0%,10.00%,2.11%,1.90%,1.60%,1.30%,0.80%,0.03%,3.0%,10.00%,0.11%,0.10%,2.10%,1.20%,0.00%,0.25%,3.0%,10.00%,0.82%,22.11%,1) Capped at 200%.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,22.0,20.0%,1.1,1.1,1.1,1.0,1.1,5.4,108.0%,10.8%,207,224,8.21%,119,125,5.04%,32,32,0.0%,63,74,17.46%,31,35,12.9%,121.86%,A+, 
